"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"DEU","GDPHRWKD","TOT","USD","A","2014",64.049842,
"DEU","GDPHRWKD","TOT","USD","A","2015",64.376152,
"DEU","GDPHRWKD","TOT","USD","A","2016",65.248665,
"DEU","GDPHRWKD","TOT","USD","A","2017",66.411797,
"DEU","GDPHRWKD","TOT","USD","A","2018",66.549287,
"DEU","GDPHRWKD","TOT","USD","A","2019",67.055996,
"JPN","GDPHRWKD","TOT","USD","A","1984",23.93548,
"JPN","GDPHRWKD","TOT","USD","A","1985",25.21423,
"JPN","GDPHRWKD","TOT","USD","A","1986",25.862897,
"JPN","GDPHRWKD","TOT","USD","A","1987",26.971293,
"JPN","GDPHRWKD","TOT","USD","A","1988",28.492223,
"JPN","GDPHRWKD","TOT","USD","A","1989",29.774673,
"JPN","GDPHRWKD","TOT","USD","A","1990",31.293218,
"JPN","GDPHRWKD","TOT","USD","A","1991",32.274529,
"JPN","GDPHRWKD","TOT","USD","A","1992",32.742608,
"JPN","GDPHRWKD","TOT","USD","A","1993",33.492015,
"JPN","GDPHRWKD","TOT","USD","A","1994",33.941482,
"JPN","GDPHRWKD","TOT","USD","A","1995",34.978825,
"JPN","GDPHRWKD","TOT","USD","A","1996",35.877156,
"JPN","GDPHRWKD","TOT","USD","A","1997",36.500514,
"JPN","GDPHRWKD","TOT","USD","A","1998",36.905063,
"JPN","GDPHRWKD","TOT","USD","A","1999",37.930378,
"JPN","GDPHRWKD","TOT","USD","A","2000",39.030799,
"JPN","GDPHRWKD","TOT","USD","A","2001",39.601446,
"JPN","GDPHRWKD","TOT","USD","A","2002",40.313406,
"JPN","GDPHRWKD","TOT","USD","A","2003",40.905008,
"JPN","GDPHRWKD","TOT","USD","A","2004",41.86899,
"JPN","GDPHRWKD","TOT","USD","A","2005",42.497598,
"JPN","GDPHRWKD","TOT","USD","A","2006",42.564981,
"JPN","GDPHRWKD","TOT","USD","A","2007",42.875805,
"JPN","GDPHRWKD","TOT","USD","A","2008",42.736764,
"JPN","GDPHRWKD","TOT","USD","A","2009",42.1495,
"JPN","GDPHRWKD","TOT","USD","A","2010",43.442626,
"JPN","GDPHRWKD","TOT","USD","A","2011",43.709114,
"JPN","GDPHRWKD","TOT","USD","A","2012",44.189848,
"JPN","GDPHRWKD","TOT","USD","A","2013",45.190245,
"JPN","GDPHRWKD","TOT","USD","A","2014",45.251121,
"JPN","GDPHRWKD","TOT","USD","A","2015",46.162102,
"JPN","GDPHRWKD","TOT","USD","A","2016",46.228687,
"JPN","GDPHRWKD","TOT","USD","A","2017",46.650205,
"JPN","GDPHRWKD","TOT","USD","A","2018",46.892448,
"JPN","GDPHRWKD","TOT","USD","A","2019",47.389768,
"GBR","GDPHRWKD","TOT","USD","A","1984",35.897581,
"GBR","GDPHRWKD","TOT","USD","A","1985",36.304739,
"GBR","GDPHRWKD","TOT","USD","A","1986",37.261013,
"GBR","GDPHRWKD","TOT","USD","A","1987",38.63926,
"GBR","GDPHRWKD","TOT","USD","A","1988",38.562532,
"GBR","GDPHRWKD","TOT","USD","A","1989",38.722035,
"GBR","GDPHRWKD","TOT","USD","A","1990",39.156527,
"GBR","GDPHRWKD","TOT","USD","A","1991",39.94627,
"GBR","GDPHRWKD","TOT","USD","A","1992",41.852313,
"GBR","GDPHRWKD","TOT","USD","A","1993",43.370404,
"GBR","GDPHRWKD","TOT","USD","A","1994",44.42829,
"GBR","GDPHRWKD","TOT","USD","A","1995",45.050145,
"GBR","GDPHRWKD","TOT","USD","A","1996",45.715799,
"GBR","GDPHRWKD","TOT","USD","A","1997",47.116381,
"GBR","GDPHRWKD","TOT","USD","A","1998",48.250672,
"GBR","GDPHRWKD","TOT","USD","A","1999",49.295742,
"GBR","GDPHRWKD","TOT","USD","A","2000",50.993514,
"GBR","GDPHRWKD","TOT","USD","A","2001",51.470611,
"GBR","GDPHRWKD","TOT","USD","A","2002",52.776116,
"GBR","GDPHRWKD","TOT","USD","A","2003",54.158928,
"GBR","GDPHRWKD","TOT","USD","A","2004",54.845052,
"GBR","GDPHRWKD","TOT","USD","A","2005",55.275852,
"GBR","GDPHRWKD","TOT","USD","A","2006",56.424596,
"GBR","GDPHRWKD","TOT","USD","A","2007",57.05961,
"GBR","GDPHRWKD","TOT","USD","A","2008",57.046243,
"GBR","GDPHRWKD","TOT","USD","A","2009",55.82496,
"GBR","GDPHRWKD","TOT","USD","A","2010",57.215812,
"GBR","GDPHRWKD","TOT","USD","A","2011",57.448393,
"GBR","GDPHRWKD","TOT","USD","A","2012",57.073978,
"GBR","GDPHRWKD","TOT","USD","A","2013",57.387765,
"GBR","GDPHRWKD","TOT","USD","A","2014",57.412585,
"GBR","GDPHRWKD","TOT","USD","A","2015",58.564438,
"GBR","GDPHRWKD","TOT","USD","A","2016",58.403281,
"GBR","GDPHRWKD","TOT","USD","A","2017",59.279301,
"GBR","GDPHRWKD","TOT","USD","A","2018",59.527739,
"GBR","GDPHRWKD","TOT","USD","A","2019",59.840297,
"USA","GDPHRWKD","TOT","USD","A","1984",41.86562,
"USA","GDPHRWKD","TOT","USD","A","1985",42.635509,
"USA","GDPHRWKD","TOT","USD","A","1986",43.599936,
"USA","GDPHRWKD","TOT","USD","A","1987",43.916782,
"USA","GDPHRWKD","TOT","USD","A","1988",44.424496,
"USA","GDPHRWKD","TOT","USD","A","1989",44.815883,
"USA","GDPHRWKD","TOT","USD","A","1990",45.583299,
"USA","GDPHRWKD","TOT","USD","A","1991",46.180488,
"USA","GDPHRWKD","TOT","USD","A","1992",47.766894,
"USA","GDPHRWKD","TOT","USD","A","1993",47.94876,
"USA","GDPHRWKD","TOT","USD","A","1994",48.354938,
"USA","GDPHRWKD","TOT","USD","A","1995",48.461331,
"USA","GDPHRWKD","TOT","USD","A","1996",49.666111,
"USA","GDPHRWKD","TOT","USD","A","1997",50.386032,
"USA","GDPHRWKD","TOT","USD","A","1998",51.519575,
"USA","GDPHRWKD","TOT","USD","A","1999",53.041436,
"USA","GDPHRWKD","TOT","USD","A","2000",54.498167,
"USA","GDPHRWKD","TOT","USD","A","2001",55.693841,
"USA","GDPHRWKD","TOT","USD","A","2002",57.234571,
"USA","GDPHRWKD","TOT","USD","A","2003",58.965218,
"USA","GDPHRWKD","TOT","USD","A","2004",60.508037,
"USA","GDPHRWKD","TOT","USD","A","2005",61.772075,
"USA","GDPHRWKD","TOT","USD","A","2006",62.356937,
"USA","GDPHRWKD","TOT","USD","A","2007",63.232583,
"USA","GDPHRWKD","TOT","USD","A","2008",64.042431,
"USA","GDPHRWKD","TOT","USD","A","2009",66.089234,
"USA","GDPHRWKD","TOT","USD","A","2010",67.835887,
"USA","GDPHRWKD","TOT","USD","A","2011",67.86187,
"USA","GDPHRWKD","TOT","USD","A","2012",68.118059,
"USA","GDPHRWKD","TOT","USD","A","2013",68.407849,
"USA","GDPHRWKD","TOT","USD","A","2014",68.665009,
"USA","GDPHRWKD","TOT","USD","A","2015",69.047471,
"USA","GDPHRWKD","TOT","USD","A","2016",69.256659,
"USA","GDPHRWKD","TOT","USD","A","2017",69.916594,
"USA","GDPHRWKD","TOT","USD","A","2018",70.653952,
"USA","GDPHRWKD","TOT","USD","A","2019",71.526814,
